Longitude,Latitude,Station,Tavg,WetBulb,PrecipTotal,AvgSpeed,WnvPresent,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,Year,Month,Day
-87.677512,41.731922,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.64886,41.862292,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.676709,41.688324,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.585487,41.799282,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.586427,41.778748,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.586427,41.778748,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.562889,41.766202,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.736812,41.798697,2.0,82.0,69.0,0.0,6.7,0,0,0,0,1,0,0,0,2007,09,05
-87.562889,41.766202,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.562889,41.766202,2.0,82.0,69.0,0.0,6.7,0,0,0,0,0,0,0,1,2007,09,05
-87.612922,41.754676,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.62779599999998,41.821582,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.642984,41.803423,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.590773,41.754292,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.736812,41.798697,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.736812,41.798697,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.778927,41.776156,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.778927,41.776156,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.55551,41.733643,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.585413,41.72646500000001,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.585413,41.72646500000001,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.582699,41.729669,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.582699,41.729669,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.70271600000002,41.74785,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.60449799999998,41.644612,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.531657,41.717753,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.531657,41.717753,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.605294,41.750498,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.605294,41.750498,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.536497,41.702724,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.740029,41.772846,2.0,82.0,69.0,0.0,6.7,0,0,0,1,0,0,0,0,2007,09,05
-87.740029,41.772846,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.667827,41.825902,2.0,82.0,69.0,0.0,6.7,0,0,1,0,0,0,0,0,2007,09,05
-87.930995,41.957799,1.0,71.0,64.0,0.0,8.5,1,0,0,1,0,0,0,0,2011,08,12
-87.805059,41.973845,1.0,71.0,64.0,0.0,8.5,1,0,0,0,1,0,0,0,2011,08,12
-87.890615,41.974689,1.0,71.0,64.0,0.0,8.5,1,0,1,0,0,0,0,0,2011,08,12
-87.890615,41.974689,1.0,71.0,64.0,0.0,8.5,1,0,0,1,0,0,0,0,2011,08,12
-87.807277,42.009876,1.0,71.0,64.0,0.0,8.5,0,0,0,1,0,0,0,0,2011,08,12
-87.807277,42.009876,1.0,71.0,64.0,0.0,8.5,0,0,1,0,0,0,0,0,2011,08,12
-87.805059,41.973845,1.0,71.0,64.0,0.0,8.5,0,0,0,1,0,0,0,0,2011,08,12
-87.930995,41.957799,1.0,71.0,64.0,0.0,8.5,0,0,1,0,0,0,0,0,2011,08,12
-87.890615,41.974689,1.0,71.0,64.0,0.0,8.5,0,0,0,0,0,1,0,0,2011,08,12
-87.890615,41.974689,1.0,71.0,64.0,0.0,8.5,0,0,0,0,1,0,0,0,2011,08,12
-87.832763,41.944869,1.0,71.0,64.0,0.0,8.5,0,0,0,1,0,0,0,0,2011,08,12
-87.800991,41.95469,1.0,71.0,64.0,0.0,8.5,0,0,0,1,0,0,0,0,2011,08,12
-87.777189,41.960616,1.0,71.0,64.0,0.0,8.5,0,0,0,0,1,0,0,0,2011,08,12
-87.77792099999998,42.008314,1.0,71.0,64.0,0.0,8.5,0,0,0,0,1,0,0,0,2011,08,12
-87.77792099999998,42.008314,1.0,71.0,64.0,0.0,8.5,0,0,0,1,0,0,0,0,2011,08,12
-87.757639,41.964242,1.0,71.0,64.0,0.0,8.5,0,0,1,0,0,0,0,0,2011,08,12
-87.757639,41.964242,1.0,71.0,64.0,0.0,8.5,0,0,0,1,0,0,0,0,2011,08,12
-87.726549,41.82561,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.642984,41.803423,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.703047,41.77166,2.0,73.0,68.0,0.36,7.0,1,0,1,0,0,0,0,0,2013,08,22
-87.703047,41.77166,2.0,73.0,68.0,0.36,7.0,1,0,0,0,1,0,0,0,2013,08,22
-87.679447,41.801179,2.0,73.0,68.0,0.36,7.0,1,0,0,0,1,0,0,0,2013,08,22
-87.716277,41.846075,2.0,73.0,68.0,0.36,7.0,1,0,0,0,1,0,0,0,2013,08,22
-87.716788,41.89923,2.0,73.0,68.0,0.36,7.0,1,0,1,0,0,0,0,0,2013,08,22
-87.696269,41.868142,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.69181,41.963976,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.72505699999998,41.951866,2.0,73.0,68.0,0.36,7.0,1,0,1,0,0,0,0,0,2013,08,22
-87.60096300000002,41.728495,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.731435,41.743402,2.0,73.0,68.0,0.36,7.0,1,0,1,0,0,0,0,0,2013,08,22
-87.728492,41.98480900000001,2.0,73.0,68.0,0.36,7.0,1,0,0,0,1,0,0,0,2013,08,22
-87.728492,41.98480900000001,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.701431,41.906638,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.689778,41.986921,2.0,73.0,68.0,0.36,7.0,1,0,1,0,0,0,0,0,2013,08,22
-87.689778,41.986921,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.666066,41.98728,2.0,73.0,68.0,0.36,7.0,1,0,1,0,0,0,0,0,2013,08,22
-87.66805500000002,41.912563,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.627096,41.776428,2.0,73.0,68.0,0.36,7.0,1,0,1,0,0,0,0,0,2013,08,22
-87.627096,41.776428,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.654224,41.867108,2.0,73.0,68.0,0.36,7.0,1,0,0,1,0,0,0,0,2013,08,22
-87.65449100000002,41.891118,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.65449100000002,41.891118,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.65449100000002,41.891118,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.654224,41.867108,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.654224,41.867108,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.655232,41.896282,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.655232,41.896282,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.666901,41.868077,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.72460799999998,41.662014,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.72460799999998,41.662014,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.629798,41.878114,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.700117,41.932094,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.800515,41.916265,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.800515,41.916265,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.800515,41.916265,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.716277,41.846075,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.716277,41.846075,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.707973,41.682587,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.707973,41.682587,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.707973,41.682587,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.72460799999998,41.662014,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.666901,41.868077,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.632085,41.921965,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.666901,41.868077,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.632085,41.921965,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.666014,41.720848,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.666014,41.720848,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.666014,41.720848,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.649642,41.732984,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.649642,41.732984,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.763416,41.801498,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.763416,41.801498,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.701431,41.906638,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.701431,41.906638,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.64997,41.723195,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.694991,41.857402,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.694991,41.857402,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.67145699999998,41.94722700000001,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.756155,41.904194,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.72505699999998,41.951866,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.72505699999998,41.951866,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.742302,41.763733,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.742302,41.763733,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.666066,41.98728,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.63359,41.925652,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.63359,41.925652,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.67145699999998,41.94722700000001,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.60096300000002,41.728495,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.612922,41.754676,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.60088,41.773215,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.66634300000003,41.822536,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.66634300000003,41.822536,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.66634300000003,41.822536,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.586427,41.778748,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.586427,41.778748,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.562889,41.766202,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.590773,41.754292,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.60096300000002,41.728495,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.736812,41.798697,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.736812,41.798697,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.736812,41.798697,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.778927,41.776156,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.778927,41.776156,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.726549,41.82561,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.726549,41.82561,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.678649,41.768388,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.678649,41.768388,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.703047,41.77166,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.752411,41.778297,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.785288,41.923738,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.785288,41.923738,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.66214000000002,42.010412,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.716788,41.89923,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.716788,41.89923,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.70373599999998,41.704336,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.70373599999998,41.704336,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.70373599999998,41.704336,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.726737,41.911824,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.726737,41.911824,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.679447,41.801179,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.679447,41.801179,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.71188000000002,41.800737,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.599862,41.673408,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.599862,41.673408,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.599862,41.673408,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.746381,41.925198,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.731435,41.743402,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.731435,41.743402,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.585413,41.72646500000001,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.585413,41.72646500000001,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.585413,41.72646500000001,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.546587,41.740641,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.546587,41.740641,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.535198,41.680946,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.535198,41.680946,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.56566600000002,41.704572,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.56566600000002,41.704572,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.55551,41.733643,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.605294,41.750498,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.605294,41.750498,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.53869300000002,41.659112,2.0,73.0,68.0,0.36,7.0,0,0,0,1,0,0,0,0,2013,08,22
-87.53869300000002,41.659112,2.0,73.0,68.0,0.36,7.0,0,0,0,0,1,0,0,0,2013,08,22
-87.53869300000002,41.659112,2.0,73.0,68.0,0.36,7.0,0,0,1,0,0,0,0,0,2013,08,22
-87.797894,41.797616,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.797894,41.797616,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.752411,41.778297,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.679447,41.801179,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.679447,41.801179,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.726737,41.911824,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.729384,41.837085,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.62779599999998,41.821582,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.642984,41.803423,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.736812,41.798697,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.736812,41.798697,2.0,77.0,72.0,0.01,6.0,1,0,0,0,1,0,0,0,2007,08,21
-87.800515,41.916265,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.666901,41.868077,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.64997,41.723195,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.701431,41.906638,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.676709,41.688324,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.676709,41.688324,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.666455,41.9216,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.666455,41.9216,2.0,77.0,72.0,0.01,6.0,1,0,0,1,0,0,0,0,2007,08,21
-87.598865,41.692555,2.0,77.0,72.0,0.01,6.0,1,0,1,0,0,0,0,0,2007,08,21
-87.679447,41.801179,2.0,77.0,72.0,0.01,6.0,0,0,0,0,0,0,0,1,2007,08,21
-87.677737,41.836644,2.0,77.0,72.0,0.01,6.0,0,0,1,0,0,0,0,0,2007,08,21
-87.729384,41.837085,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.729384,41.837085,2.0,77.0,72.0,0.01,6.0,0,0,0,0,1,0,0,0,2007,08,21
-87.726737,41.911824,2.0,77.0,72.0,0.01,6.0,0,0,1,0,0,0,0,0,2007,08,21
-87.67837800000002,41.823065,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.67837800000002,41.823065,2.0,77.0,72.0,0.01,6.0,0,0,1,0,0,0,0,0,2007,08,21
-87.679447,41.801179,2.0,77.0,72.0,0.01,6.0,0,0,0,0,1,0,0,0,2007,08,21
-87.71188000000002,41.800737,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.677737,41.836644,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.71188000000002,41.800737,2.0,77.0,72.0,0.01,6.0,0,0,0,0,1,0,0,0,2007,08,21
-87.71188000000002,41.800737,2.0,77.0,72.0,0.01,6.0,0,0,1,0,0,0,0,0,2007,08,21
-87.752411,41.778297,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.752411,41.778297,2.0,77.0,72.0,0.01,6.0,0,0,0,0,1,0,0,0,2007,08,21
-87.703047,41.77166,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.677737,41.836644,2.0,77.0,72.0,0.01,6.0,0,0,0,0,1,0,0,0,2007,08,21
-87.748367,41.96272800000001,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.703047,41.77166,2.0,77.0,72.0,0.01,6.0,0,0,0,0,0,0,0,1,2007,08,21
-87.716788,41.89923,2.0,77.0,72.0,0.01,6.0,0,0,1,0,0,0,0,0,2007,08,21
-87.674677,41.966987,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.674677,41.966987,2.0,77.0,72.0,0.01,6.0,0,0,1,0,0,0,0,0,2007,08,21
-87.785288,41.923738,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.785288,41.923738,2.0,77.0,72.0,0.01,6.0,0,0,1,0,0,0,0,0,2007,08,21
-87.66214000000002,42.010412,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.66214000000002,42.010412,2.0,77.0,72.0,0.01,6.0,0,0,0,0,1,0,0,0,2007,08,21
-87.716788,41.89923,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.705085,41.883284,2.0,77.0,72.0,0.01,6.0,0,0,1,0,0,0,0,0,2007,08,21
-87.598865,41.692555,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
-87.776385,41.942114,2.0,77.0,72.0,0.01,6.0,0,0,0,1,0,0,0,0,2007,08,21
